Country,Region,Year,Disease,New_Cases,Deaths,Prevalence_Rate,Incidence_Rate,Population
Egypt,African,2002,Hepatitis B,113493,6031,4.94,163.31,69496000
Egypt,African,2002,Syphilis,91526,1652,1.0,131.7,69496000
Egypt,African,2002,HPV,166380,1526,7.18,239.41,69496000
Egypt,African,2003,HIV/AIDS,165846,39190,3.23,236.1,70244000
Egypt,African,2003,Hepatitis B,118789,8144,5.03,169.11,70244000
Egypt,African,2003,Syphilis,110262,2020,1.0,156.97,70244000
Egypt,African,2003,HPV,161800,1385,7.05,230.34,70244000
Egypt,African,2004,HIV/AIDS,182328,48071,3.17,256.83,70992000
Egypt,African,2004,Hepatitis B,127636,6623,4.39,179.79,70992000
Egypt,African,2004,Syphilis,105664,1961,1.05,148.84,70992000
Egypt,African,2004,HPV,154712,1358,7.6,217.93,70992000
Egypt,African,2005,HIV/AIDS,181724,40613,3.09,253.31,71740000
Egypt,African,2005,Hepatitis B,123026,7523,4.61,171.49,71740000
Egypt,African,2005,Syphilis,108808,1850,0.98,151.67,71740000
Egypt,African,2005,HPV,148580,1240,7.76,207.11,71740000
Egypt,African,2006,HIV/AIDS,166113,39507,3.34,229.16,72488000
Egypt,African,2006,Hepatitis B,122178,6361,5.08,168.55,72488000
Egypt,African,2006,Syphilis,99591,1809,1.07,137.39,72488000
Egypt,African,2006,HPV,165751,1166,6.96,228.66,72488000
Egypt,African,2007,HIV/AIDS,167014,36188,3.11,228.05,73236000
Egypt,African,2007,Hepatitis B,113376,6436,5.02,154.81,73236000
Egypt,African,2007,Syphilis,104324,1997,0.98,142.45,73236000
Egypt,African,2007,HPV,152279,1110,7.43,207.93,73236000
Egypt,African,2008,HIV/AIDS,192905,40739,3.36,260.74,73984000
Egypt,African,2008,Hepatitis B,112958,7020,4.46,152.68,73984000
Egypt,African,2008,Syphilis,100033,2153,1.11,135.21,73984000
Egypt,African,2008,HPV,172723,1587,7.33,233.46,73984000
Egypt,African,2009,HIV/AIDS,159672,36297,3.1,213.66,74732000
Egypt,African,2009,Hepatitis B,135952,8906,4.81,181.92,74732000
Egypt,African,2009,Syphilis,102502,2049,1.13,137.16,74732000
Egypt,African,2009,HPV,162205,1251,7.85,217.05,74732000
Egypt,African,2010,HIV/AIDS,172698,36822,3.19,228.8,75479999
Egypt,African,2010,Hepatitis B,119311,6306,4.52,158.07,75479999
Egypt,African,2010,Syphilis,120790,2313,1.07,160.03,75479999
Egypt,African,2010,HPV,160123,1332,7.22,212.14,75479999
Egypt,African,2011,HIV/AIDS,192315,44653,3.37,252.29,76228000
Egypt,African,2011,Hepatitis B,119807,7334,4.71,157.17,76228000
Egypt,African,2011,Syphilis,112360,2283,1.08,147.4,76228000
Egypt,African,2011,HPV,157891,1217,7.12,207.13,76228000
Egypt,African,2012,HIV/AIDS,159755,40907,2.98,207.54,76976000
Egypt,African,2012,Hepatitis B,121691,7438,4.53,158.09,76976000
Egypt,African,2012,Syphilis,121137,2660,1.01,157.37,76976000
Egypt,African,2012,HPV,180608,1518,7.41,234.63,76976000
Egypt,African,2013,HIV/AIDS,157453,36569,3.37,202.58,77724000
Egypt,African,2013,Hepatitis B,136491,6972,4.81,175.61,77724000
Egypt,African,2013,Syphilis,104515,2129,1.08,134.47,77724000
Egypt,African,2013,HPV,148996,1317,7.58,191.7,77724000
Egypt,African,2014,HIV/AIDS,173493,35460,3.13,221.09,78472000
Egypt,African,2014,Hepatitis B,133002,8886,4.62,169.49,78472000
Egypt,African,2014,Syphilis,114404,2130,1.06,145.79,78472000
Egypt,African,2014,HPV,154676,1236,7.62,197.11,78472000
Egypt,African,2015,HIV/AIDS,174125,47601,3.38,219.8,79220000
Egypt,African,2015,Hepatitis B,135109,8335,4.51,170.55,79220000
Egypt,African,2015,Syphilis,128930,2270,1.03,162.75,79220000
Egypt,African,2015,HPV,179274,1461,7.28,226.3,79220000
Egypt,African,2016,HIV/AIDS,189876,44544,3.2,237.44,79968000
Egypt,African,2016,Hepatitis B,122039,6484,4.69,152.61,79968000
Egypt,African,2016,Syphilis,128332,2400,1.11,160.48,79968000
Egypt,African,2016,HPV,161551,1107,7.74,202.02,79968000
Egypt,African,2017,HIV/AIDS,171626,43539,3.13,212.63,80716000
Egypt,African,2017,Hepatitis B,116545,6734,4.88,144.39,80716000
Egypt,African,2017,Syphilis,125222,2475,0.97,155.14,80716000
Egypt,African,2017,HPV,170431,1216,6.96,211.15,80716000
Egypt,African,2018,HIV/AIDS,158325,33401,3.07,194.35,81464000
Egypt,African,2018,Hepatitis B,138195,9060,4.68,169.64,81464000
Egypt,African,2018,Syphilis,136313,2850,0.98,167.33,81464000
Egypt,African,2018,HPV,184238,1442,7.45,226.16,81464000
Egypt,African,2019,HIV/AIDS,166249,40313,2.91,202.22,82212000
Egypt,African,2019,Hepatitis B,139620,7222,5.1,169.83,82212000
Egypt,African,2019,Syphilis,130643,2928,1.02,158.91,82212000
Egypt,African,2019,HPV,154303,1359,7.81,187.69,82212000
Egypt,African,2020,HIV/AIDS,153699,40591,2.93,185.27,82960000
Egypt,African,2020,Hepatitis B,116724,7876,4.78,140.7,82960000
Egypt,African,2020,Syphilis,128388,2525,1.03,154.76,82960000
Egypt,African,2020,HPV,155707,1174,7.85,187.69,82960000
Egypt,African,2021,HIV/AIDS,155244,42449,3.04,185.46,83707999
Egypt,African,2021,Hepatitis B,115123,7338,5.03,137.53,83707999
Egypt,African,2021,Syphilis,137239,3026,1.13,163.95,83707999
Egypt,African,2021,HPV,189581,1651,6.86,226.48,83707999
Egypt,African,2022,HIV/AIDS,166952,44863,3.17,197.68,84456000
Egypt,African,2022,Hepatitis B,139352,8318,4.9,165.0,84456000
Egypt,African,2022,Syphilis,128314,2459,1.03,151.93,84456000
Egypt,African,2022,HPV,169562,1184,6.82,200.77,84456000
Egypt,African,2023,HIV/AIDS,174054,47170,3.12,204.28,85204000
Egypt,African,2023,Hepatitis B,129527,6973,4.4,152.02,85204000
Egypt,African,2023,Syphilis,122659,2246,1.13,143.96,85204000
Egypt,African,2023,HPV,175034,1600,7.81,205.43,85204000
United States,Americas,2000,HIV/AIDS,204506,43980,0.85,72.52,282000000
United States,Americas,2000,Hepatitis B,153887,9423,1.54,54.57,282000000
United States,Americas,2000,Syphilis,263867,5476,0.63,93.57,282000000
United States,Americas,2000,HPV,382222,3165,4.92,135.54,282000000
United States,Americas,2001,HIV/AIDS,233897,53573,0.98,82.04,285102000
United States,Americas,2001,Hepatitis B,155494,9155,1.55,54.54,285102000
United States,Americas,2001,Syphilis,269364,5824,0.62,94.48,285102000
United States,Americas,2001,HPV,415251,3143,4.45,145.65,285102000
United States,Americas,2002,HIV/AIDS,223646,52624,0.94,77.6,288204000
United States,Americas,2002,Hepatitis B,161250,8713,1.68,55.95,288204000
United States,Americas,2002,Syphilis,272612,4809,0.6,94.59,288204000
United States,Americas,2002,HPV,414206,3321,4.71,143.72,288204000
United States,Americas,2003,HIV/AIDS,213061,50924,0.98,73.14,291306000
United States,Americas,2003,Hepatitis B,171171,8935,1.6,58.76,291306000
United States,Americas,2003,Syphilis,257456,5361,0.6,88.38,291306000
United States,Americas,2003,HPV,376367,2982,5.05,129.2,291306000
United States,Americas,2004,HIV/AIDS,234260,48806,0.91,79.57,294408000
United States,Americas,2004,Hepatitis B,184682,12017,1.66,62.73,294408000
United States,Americas,2004,Syphilis,251807,5574,0.64,85.53,294408000
United States,Americas,2004,HPV,431925,3623,4.58,146.71,294408000
United States,Americas,2005,HIV/AIDS,223221,51498,0.98,75.03,297510000
United States,Americas,2005,Hepatitis B,170294,10235,1.7,57.24,297510000
United States,Americas,2005,Syphilis,272638,4987,0.62,91.64,297510000
United States,Americas,2005,HPV,445193,3239,4.42,149.64,297510000
United States,Americas,2006,HIV/AIDS,220559,59201,0.95,73.37,300612000
United States,Americas,2006,Hepatitis B,165066,11258,1.52,54.91,300612000
United States,Americas,2006,Syphilis,242954,4554,0.6,80.82,300612000
United States,Americas,2006,HPV,428011,3691,4.98,142.38,300612000
United States,Americas,2007,HIV/AIDS,223746,51406,0.86,73.67,303714000
United States,Americas,2007,Hepatitis B,173359,9694,1.53,57.08,303714000
United States,Americas,2007,Syphilis,255119,5179,0.59,84.0,303714000
United States,Americas,2007,HPV,447036,3556,4.37,147.19,303714000
United States,Americas,2008,HIV/AIDS,226522,59503,0.95,73.83,306816000
United States,Americas,2008,Hepatitis B,172706,9556,1.7,56.29,306816000
United States,Americas,2008,Syphilis,261560,5180,0.59,85.25,306816000
United States,Americas,2008,HPV,420399,3617,4.5,137.02,306816000
United States,Americas,2009,HIV/AIDS,204081,43555,0.88,65.85,309918000
United States,Americas,2009,Hepatitis B,172779,9960,1.57,55.75,309918000
United States,Americas,2009,Syphilis,257572,5815,0.65,83.11,309918000
United States,Americas,2009,HPV,432862,3844,4.8,139.67,309918000
United States,Americas,2010,HIV/AIDS,234952,62982,0.93,75.06,313019999
United States,Americas,2010,Hepatitis B,191192,11337,1.69,61.08,313019999
United States,Americas,2010,Syphilis,251574,4997,0.58,80.37,313019999
United States,Americas,2010,HPV,435035,3551,4.62,138.98,313019999
United States,Americas,2011,HIV/AIDS,213508,45225,0.96,67.54,316122000
United States,Americas,2011,Hepatitis B,165426,10961,1.7,52.33,316122000
United States,Americas,2011,Syphilis,310589,6938,0.66,98.25,316122000
United States,Americas,2011,HPV,420347,3128,4.62,132.97,316122000
United States,Americas,2012,HIV/AIDS,215093,49216,0.97,67.38,319224000
United States,Americas,2012,Hepatitis B,178541,9651,1.57,55.93,319224000
United States,Americas,2012,Syphilis,265083,6016,0.58,83.04,319224000
United States,Americas,2012,HPV,431207,3637,4.94,135.08,319224000
United States,Americas,2013,HIV/AIDS,195265,51249,0.86,60.58,322326000
United States,Americas,2013,Hepatitis B,167641,8972,1.73,52.01,322326000
United States,Americas,2013,Syphilis,298667,5498,0.66,92.66,322326000
United States,Americas,2013,HPV,421344,3132,5.04,130.72,322326000
United States,Americas,2014,HIV/AIDS,205149,45587,0.9,63.04,325428000
United States,Americas,2014,Hepatitis B,187641,10847,1.69,57.66,325428000
United States,Americas,2014,Syphilis,312378,5318,0.6,95.99,325428000
United States,Americas,2014,HPV,452214,3116,5.06,138.96,325428000
United States,Americas,2015,HIV/AIDS,194095,50914,0.91,59.08,328530000
United States,Americas,2015,Hepatitis B,161439,10404,1.59,49.14,328530000
United States,Americas,2015,Syphilis,286511,5206,0.6,87.21,328530000
United States,Americas,2015,HPV,438883,3892,4.68,133.59,328530000
United States,Americas,2016,HIV/AIDS,212542,58401,0.94,64.09,331632000
United States,Americas,2016,Hepatitis B,174173,11777,1.59,52.52,331632000
United States,Americas,2016,Syphilis,281887,6068,0.65,85.0,331632000
United States,Americas,2016,HPV,410527,2989,4.67,123.79,331632000
United States,Americas,2017,HIV/AIDS,190965,42936,0.91,57.05,334734000
United States,Americas,2017,Hepatitis B,189292,12388,1.72,56.55,334734000
United States,Americas,2017,Syphilis,286666,5311,0.6,85.64,334734000
United States,Americas,2017,HPV,416275,3232,5.03,124.36,334734000
United States,Americas,2018,HIV/AIDS,191553,44582,0.96,56.7,337836000
United States,Americas,2018,Hepatitis B,160032,10003,1.53,47.37,337836000
United States,Americas,2018,Syphilis,324559,7303,0.6,96.07,337836000
United States,Americas,2018,HPV,489186,3593,4.95,144.8,337836000
United States,Americas,2019,HIV/AIDS,182674,41287,0.96,53.58,340938000
United States,Americas,2019,Hepatitis B,182879,9749,1.69,53.64,340938000
United States,Americas,2019,Syphilis,328323,7016,0.67,96.3,340938000
United States,Americas,2019,HPV,450788,3636,4.97,132.22,340938000
United States,Americas,2020,HIV/AIDS,211894,54658,0.96,61.59,344040000
United States,Americas,2020,Hepatitis B,170196,9410,1.52,49.47,344040000
United States,Americas,2020,Syphilis,313317,6421,0.63,91.07,344040000
United States,Americas,2020,HPV,448318,4031,4.91,130.31,344040000
United States,Americas,2021,HIV/AIDS,188741,47716,0.95,54.37,347141999
United States,Americas,2021,Hepatitis B,179472,11722,1.54,51.7,347141999
United States,Americas,2021,Syphilis,348599,7845,0.65,100.42,347141999
United States,Americas,2021,HPV,509535,4245,4.58,146.78,347141999
United States,Americas,2022,HIV/AIDS,197187,41557,0.98,56.3,350244000
United States,Americas,2022,Hepatitis B,175262,9834,1.72,50.04,350244000
United States,Americas,2022,Syphilis,340647,7793,0.62,97.26,350244000
United States,Americas,2022,HPV,501689,4338,4.54,143.24,350244000
United States,Americas,2023,HIV/AIDS,189817,47722,0.93,53.72,353346000
United States,Americas,2023,Hepatitis B,191619,10531,1.5,54.23,353346000
United States,Americas,2023,Syphilis,339282,6776,0.63,96.02,353346000
United States,Americas,2023,HPV,420022,3728,4.58,118.87,353346000
Canada,Americas,2000,HIV/AIDS,22227,6046,0.93,71.7,31000000
Canada,Americas,2000,Hepatitis B,17508,974,1.75,56.48,31000000
Canada,Americas,2000,Syphilis,29834,665,0.68,96.24,31000000
Canada,Americas,2000,HPV,43759,379,4.89,141.16,31000000
Canada,Americas,2001,HIV/AIDS,23361,4811,0.9,74.54,31340999
Canada,Americas,2001,Hepatitis B,21427,1337,1.74,68.37,31340999
Canada,Americas,2001,Syphilis,29504,585,0.65,94.14,31340999
Canada,Americas,2001,HPV,46453,338,4.98,148.22,31340999
Canada,Americas,2002,HIV/AIDS,26783,6137,0.99,84.54,31682000
Canada,Americas,2002,Hepatitis B,19889,1362,1.58,62.78,31682000
Canada,Americas,2002,Syphilis,30899,586,0.7,97.53,31682000
Canada,Americas,2002,HPV,43882,307,4.65,138.51,31682000
Canada,Americas,2003,HIV/AIDS,22614,6224,0.88,70.62,32022999
Canada,Americas,2003,Hepatitis B,17804,1173,1.58,55.6,32022999
Canada,Americas,2003,Syphilis,29301,609,0.68,91.5,32022999
Canada,Americas,2003,HPV,51569,415,4.98,161.04,32022999
Canada,Americas,2004,HIV/AIDS,25745,5893,0.94,79.55,32364000
Canada,Americas,2004,Hepatitis B,19554,1277,1.59,60.42,32364000
Canada,Americas,2004,Syphilis,27667,511,0.62,85.49,32364000
Canada,Americas,2004,HPV,51487,434,4.74,159.09,32364000
Canada,Americas,2005,HIV/AIDS,26458,6854,0.88,80.9,32704999
Canada,Americas,2005,Hepatitis B,18929,1200,1.6,57.88,32704999
Canada,Americas,2005,Syphilis,32227,657,0.63,98.54,32704999
Canada,Americas,2005,HPV,46019,381,4.91,140.71,32704999
Canada,Americas,2006,HIV/AIDS,25081,5360,0.96,75.9,33046000
Canada,Americas,2006,Hepatitis B,20653,1307,1.73,62.5,33046000
Canada,Americas,2006,Syphilis,27200,529,0.65,82.31,33046000
Canada,Americas,2006,HPV,44162,347,4.65,133.64,33046000
Canada,Americas,2007,HIV/AIDS,25718,6782,0.91,77.03,33387000
Canada,Americas,2007,Hepatitis B,20075,1194,1.75,60.13,33387000
Canada,Americas,2007,Syphilis,30375,685,0.66,90.98,33387000
Canada,Americas,2007,HPV,48745,401,4.89,146.0,33387000
Canada,Americas,2008,HIV/AIDS,25609,6175,0.88,75.93,33728000
Canada,Americas,2008,Hepatitis B,19852,1188,1.79,58.86,33728000
Canada,Americas,2008,Syphilis,30567,602,0.7,90.63,33728000
Canada,Americas,2008,HPV,45711,321,4.65,135.53,33728000
Canada,Americas,2009,HIV/AIDS,21630,5610,0.94,63.49,34069000
Canada,Americas,2009,Hepatitis B,21000,1286,1.55,61.64,34069000
Canada,Americas,2009,Syphilis,28836,519,0.7,84.64,34069000
Canada,Americas,2009,HPV,50779,423,4.74,149.05,34069000
Canada,Americas,2010,HIV/AIDS,23722,5233,0.98,68.94,34409999
Canada,Americas,2010,Hepatitis B,21802,1408,1.68,63.36,34409999
Canada,Americas,2010,Syphilis,33993,623,0.7,98.79,34409999
Canada,Americas,2010,HPV,47399,352,4.68,137.75,34409999
Canada,Americas,2011,HIV/AIDS,24523,6751,1.02,70.57,34751000
Canada,Americas,2011,Hepatitis B,20197,1342,1.72,58.12,34751000
Canada,Americas,2011,Syphilis,35011,706,0.62,100.75,34751000
Canada,Americas,2011,HPV,53613,421,4.72,154.28,34751000
Canada,Americas,2012,HIV/AIDS,26529,7142,1.02,75.6,35092000
Canada,Americas,2012,Hepatitis B,21430,1216,1.62,61.07,35092000
Canada,Americas,2012,Syphilis,32733,655,0.66,93.28,35092000
Canada,Americas,2012,HPV,51764,445,4.8,147.51,35092000
Canada,Americas,2013,HIV/AIDS,23017,4906,0.92,64.96,35433000
Canada,Americas,2013,Hepatitis B,18793,1109,1.78,53.04,35433000
Canada,Americas,2013,Syphilis,30865,627,0.68,87.11,35433000
Canada,Americas,2013,HPV,45272,327,4.73,127.77,35433000
Canada,Americas,2014,HIV/AIDS,24576,5128,0.91,68.7,35774000
Canada,Americas,2014,Hepatitis B,18241,937,1.7,50.99,35774000
Canada,Americas,2014,Syphilis,35745,737,0.62,99.92,35774000
Canada,Americas,2014,HPV,50201,350,4.83,140.33,35774000
Canada,Americas,2015,HIV/AIDS,25211,5163,1.0,69.81,36115000
Canada,Americas,2015,Hepatitis B,18815,1145,1.79,52.1,36115000
Canada,Americas,2015,Syphilis,31073,651,0.62,86.04,36115000
Canada,Americas,2015,HPV,53583,486,4.95,148.37,36115000
Canada,Americas,2016,HIV/AIDS,23495,5600,0.92,64.45,36456000
Canada,Americas,2016,Hepatitis B,19646,1018,1.61,53.89,36456000
Canada,Americas,2016,Syphilis,32956,563,0.67,90.4,36456000
Canada,Americas,2016,HPV,50662,418,4.98,138.97,36456000
Canada,Americas,2017,HIV/AIDS,24801,6330,0.99,67.4,36797000
Canada,Americas,2017,Hepatitis B,18538,1146,1.67,50.38,36797000
Canada,Americas,2017,Syphilis,32557,597,0.6,88.48,36797000
Canada,Americas,2017,HPV,51096,369,4.8,138.86,36797000
Canada,Americas,2018,HIV/AIDS,24897,5439,1.01,67.04,37138000
Canada,Americas,2018,Hepatitis B,22219,1503,1.55,59.83,37138000
Canada,Americas,2018,Syphilis,38318,826,0.6,103.18,37138000
Canada,Americas,2018,HPV,57170,521,5.19,153.94,37138000
Canada,Americas,2019,HIV/AIDS,23360,6194,0.88,62.33,37479000
Canada,Americas,2019,Hepatitis B,20845,1219,1.71,55.62,37479000
Canada,Americas,2019,Syphilis,35859,768,0.62,95.68,37479000
Canada,Americas,2019,HPV,47283,417,5.05,126.16,37479000
Canada,Americas,2020,HIV/AIDS,22816,5167,0.95,60.33,37820000
Canada,Americas,2020,Hepatitis B,22442,1293,1.74,59.34,37820000
Canada,Americas,2020,Syphilis,33198,656,0.62,87.78,37820000
Canada,Americas,2020,HPV,57403,419,5.05,151.78,37820000
Canada,Americas,2021,HIV/AIDS,24583,6522,0.93,64.42,38160999
Canada,Americas,2021,Hepatitis B,19229,1301,1.71,50.39,38160999
Canada,Americas,2021,Syphilis,34245,785,0.67,89.74,38160999
Canada,Americas,2021,HPV,48594,409,4.55,127.34,38160999
Canada,Americas,2022,HIV/AIDS,21842,5203,0.88,56.73,38502000
Canada,Americas,2022,Hepatitis B,21518,1227,1.62,55.89,38502000
Canada,Americas,2022,Syphilis,39333,867,0.65,102.16,38502000
Canada,Americas,2022,HPV,52220,436,5.22,135.63,38502000
Canada,Americas,2023,HIV/AIDS,20579,4923,1.0,52.98,38843000
Canada,Americas,2023,Hepatitis B,18807,1191,1.59,48.42,38843000
Canada,Americas,2023,Syphilis,33358,595,0.63,85.88,38843000
Canada,Americas,2023,HPV,52387,421,4.8,134.87,38843000
Brazil,Americas,2000,HIV/AIDS,137935,34240,0.91,78.82,175000000
Brazil,Americas,2000,Hepatitis B,110442,5848,1.78,63.11,175000000
Brazil,Americas,2000,Syphilis,144567,2853,0.65,82.61,175000000
Brazil,Americas,2000,HPV,266682,2055,5.3,152.39,175000000
Brazil,Americas,2001,HIV/AIDS,145680,29947,0.99,82.34,176924999
Brazil,Americas,2001,Hepatitis B,114382,6700,1.7,64.65,176924999
Brazil,Americas,2001,Syphilis,149678,3390,0.71,84.6,176924999
Brazil,Americas,2001,HPV,246261,2126,5.13,139.19,176924999
Brazil,Americas,2002,HIV/AIDS,137750,34372,1.03,77.02,178850000
Brazil,Americas,2002,Hepatitis B,125141,6477,1.88,69.97,178850000
Brazil,Americas,2002,Syphilis,164237,2936,0.68,91.83,178850000
Brazil,Americas,2002,HPV,266879,1825,5.44,149.22,178850000
Brazil,Americas,2003,HIV/AIDS,142794,32460,1.03,78.99,180775000
Brazil,Americas,2003,Hepatitis B,114340,6808,1.88,63.25,180775000
Brazil,Americas,2003,Syphilis,154978,3513,0.63,85.73,180775000
Brazil,Americas,2003,HPV,264383,1855,5.05,146.25,180775000
Brazil,Americas,2004,HIV/AIDS,141610,34011,1.05,77.51,182700000
Brazil,Americas,2004,Hepatitis B,127067,7634,1.68,69.55,182700000
Brazil,Americas,2004,Syphilis,184198,3440,0.67,100.82,182700000
Brazil,Americas,2004,HPV,302130,2439,4.96,165.37,182700000
Brazil,Americas,2005,HIV/AIDS,158592,35794,0.93,85.9,184625000
Brazil,Americas,2005,Hepatitis B,103814,5668,1.71,56.23,184625000
Brazil,Americas,2005,Syphilis,179917,3787,0.64,97.45,184625000
Brazil,Americas,2005,HPV,267687,2044,4.93,144.99,184625000
Brazil,Americas,2006,HIV/AIDS,150098,34524,0.97,80.46,186550000
Brazil,Americas,2006,Hepatitis B,124876,6849,1.76,66.94,186550000
Brazil,Americas,2006,Syphilis,190747,3287,0.66,102.25,186550000
Brazil,Americas,2006,HPV,283667,2091,4.75,152.06,186550000
Brazil,Americas,2007,HIV/AIDS,150629,39479,0.92,79.92,188475000
Brazil,Americas,2007,Hepatitis B,127390,8125,1.77,67.59,188475000
Brazil,Americas,2007,Syphilis,186062,3544,0.73,98.72,188475000
Brazil,Americas,2007,HPV,264769,2139,5.06,140.48,188475000
Brazil,Americas,2008,HIV/AIDS,132499,27164,1.0,69.59,190400000
Brazil,Americas,2008,Hepatitis B,127510,6593,1.68,66.97,190400000
Brazil,Americas,2008,Syphilis,164772,3071,0.65,86.54,190400000
Brazil,Americas,2008,HPV,258239,1875,4.87,135.63,190400000
Brazil,Americas,2009,HIV/AIDS,138281,31584,0.96,71.9,192325000
Brazil,Americas,2009,Hepatitis B,112567,5791,1.63,58.53,192325000
